yago,http://dbpedia.org/class/yago/
rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
foaf,http://xmlns.com/foaf/0.1/
dbp,http://dbpedia.org/property/
owl,http://www.w3.org/2002/07/owl#
dc,http://purl.org/dc/elements/1.1/
rdfs,http://www.w3.org/2000/01/rdf-schema#
dbo,http://dbpedia.org/ontology/
rss,http://purl.org/rss/1.0/
sc,http://purl.org/science/owl/sciencecommons/
skos,http://www.w3.org/2004/02/skos/core#
fb,http://rdf.freebase.com/ns/
geonames,http://www.geonames.org/ontology#
geo,http://www.w3.org/2003/01/geo/wgs84_pos#
sioc,http://rdfs.org/sioc/ns#
gr,http://purl.org/goodrelations/v1#
gldp,http://www.w3.org/ns/people#
cyc,http://sw.opencyc.org/concept/
akt,http://www.aktors.org/ontology/portal#
xsd,http://www.w3.org/2001/XMLSchema#
dbpedia,http://dbpedia.org/resource/
dcterms,http://purl.org/dc/terms/
swrc,http://swrc.ontoware.org/ontology#
commerce,http://search.yahoo.com/searchmonkey/commerce/
admin,http://webns.net/mvcb/
content,http://purl.org/rss/1.0/modules/content/
doap,http://usefulinc.com/ns/doap#
void,http://rdfs.org/ns/void#
xhtml,http://www.w3.org/1999/xhtml#
bibo,http://purl.org/ontology/bibo/
org,http://www.w3.org/ns/org#
vcard,http://www.w3.org/2006/vcard/ns#
gen,http://www.w3.org/2006/gen/ont#
bill,http://www.rdfabout.com/rdf/schema/usbill/
aiiso,http://purl.org/vocab/aiiso/schema#
wot,http://xmlns.com/wot/0.1/
qb,http://purl.org/linked-data/cube#
nie,http://www.semanticdesktop.org/ontologies/2007/01/19/nie#
test2,http://this.invalid/test2#
d2rq,http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#
rel,http://purl.org/vocab/relationship/
dcmit,http://purl.org/dc/dcmitype/
http,http://www.w3.org/2006/http#
cc,http://creativecommons.org/ns#
og,http://opengraphprotocol.org/schema/
factbook,http://www4.wiwiss.fu-berlin.de/factbook/ns#
vann,http://purl.org/vocab/vann/
ex,http://example.com/
bio,http://purl.org/vocab/bio/0.1/
mo,http://purl.org/ontology/mo/
ad,http://schemas.talis.com/2005/address/schema#
media,http://purl.org/microformat/hmedia/
event,http://purl.org/NET/c4dm/event.owl#
earl,http://www.w3.org/ns/earl#
book,http://purl.org/NET/book/vocab#
cv,http://purl.org/captsolo/resume-rdf/0.2/cv#
ical,http://www.w3.org/2002/12/cal/ical#
botany,http://purl.org/NET/biol/botany#
air,http://dig.csail.mit.edu/TAMI/2007/amord/air#
tag,http://www.holygoat.co.uk/owl/redwood/0.1/tags/
dv,http://rdf.data-vocabulary.org/#
cld,http://purl.org/cld/terms/
swc,http://data.semanticweb.org/ns/swc/ontology#
drugbank,http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/
musim,http://purl.org/ontology/similarity/
dir,http://schemas.talis.com/2005/dir/schema#
reco,http://purl.org/reco#
rev,http://purl.org/stuff/rev#
biblio,http://purl.org/net/biblio#
ctag,http://commontag.org/ns#
af,http://purl.org/ontology/af/
days,http://ontologi.es/days#
log,http://www.w3.org/2000/10/swap/log#
cs,http://purl.org/vocab/changeset/schema#
sd,http://www.w3.org/ns/sparql-service-description#
osag,http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#
xhv,http://www.w3.org/1999/xhtml/vocab#
rdfg,http://www.w3.org/2004/03/trix/rdfg-1/
co,http://purl.org/ontology/co/core#
fn,http://www.w3.org/2005/xpath-functions#
sism,http://purl.oclc.org/NET/sism/0.1/
mu,http://www.kanzaki.com/ns/music#
memo,http://ontologies.smile.deri.ie/2009/02/27/memo#
ome,http://purl.org/ontomedia/core/expression#
daia,http://purl.org/ontology/daia/
cmp,http://www.ontologydesignpatterns.org/cp/owl/componency.owl#
owlim,http://www.ontotext.com/trree/owlim#
cfp,http://sw.deri.org/2005/08/conf/cfp.owl#
xfn,http://vocab.sindice.com/xfn#
afn,http://jena.hpl.hp.com/ARQ/function#
ok,http://okkam.org/terms#
giving,http://ontologi.es/giving#
ir,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#
xf,http://www.w3.org/2002/xforms/
dcn,http://www.w3.org/2007/uwa/context/deliverycontext.owl#
swanq,http://purl.org/swan/1.2/qualifiers/
lomvoc,http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
math,http://www.w3.org/2000/10/swap/math#
swande,http://purl.org/swan/1.2/discourse-elements/
rif,http://www.w3.org/2007/rif#
sr,http://www.openrdf.org/config/repository/sail#
jdbc,http://d2rq.org/terms/jdbc/
tzont,http://www.w3.org/2006/timezone#
myspace,http://purl.org/ontology/myspace#
con,http://www.w3.org/2000/10/swap/pim/contact#
sider,http://www4.wiwiss.fu-berlin.de/sider/resource/sider/
wn20schema,http://www.w3.org/2006/03/wn/wn20/schema/
cert,http://www.w3.org/ns/auth/cert#
pto,http://www.productontology.org/id/
movie,http://data.linkedmdb.org/resource/movie/
oo,http://purl.org/openorg/
nfo,http://www.semanticdesktop.org/ontologies/nfo/#
ac,http://umbel.org/umbel/ac/
po,http://purl.org/ontology/po/
akts,http://www.aktors.org/ontology/support#
frbr,http://purl.org/vocab/frbr/core#
uniprot,http://purl.uniprot.org/core/
dcat,http://www.w3.org/ns/dcat#
rsa,http://www.w3.org/ns/auth/rsa#
ov,http://open.vocab.org/terms/
sioct,http://rdfs.org/sioc/types#
prv,http://purl.org/net/provenance/ns#
prov,http://www.w3.org/ns/prov#
granatum,http://chem.deri.ie/granatum/
wo,http://purl.org/ontology/wo/
daml,http://www.daml.org/2001/03/daml+oil#
spacerel,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/
pc,http://purl.org/procurement/public-contracts#
pmlj,http://inference-web.org/2.0/pml-justification.owl#
vs,http://www.w3.org/2003/06/sw-vocab-status/ns#
usgov,http://www.rdfabout.com/rdf/schema/usgovt/
acm,http://www.rkbexplorer.com/ontologies/acm#
taxo,http://purl.org/rss/1.0/modules/taxonomy/
wn,http://xmlns.com/wordnet/1.6/
wdrs,http://www.w3.org/2007/05/powder-s#
scovo,http://purl.org/NET/scovo#
oauth,http://demiblog.org/vocab/oauth#
politico,http://www.rdfabout.com/rdf/schema/politico/
lgd,http://linkedgeodata.org/ontology/
lode,http://linkedevents.org/ontology/
acl,http://www.w3.org/ns/auth/acl#
ore,http://www.openarchives.org/ore/terms/
abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#
omt,http://purl.org/ontomedia/ext/common/trait#
nao,http://www.semanticdesktop.org/ontologies/2007/08/15/nao#
omb,http://purl.org/ontomedia/ext/common/being#
loc,http://www.w3.org/2007/uwa/context/location.owl#
mit,http://purl.org/ontology/mo/mit#
skosxl,http://www.w3.org/2008/05/skos-xl#
spc,http://purl.org/ontomedia/core/space#
vote,http://www.rdfabout.com/rdf/schema/vote/
lfm,http://purl.org/ontology/last-fm/
irrl,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl#
rep,http://www.openrdf.org/config/repository#
chord,http://purl.org/ontology/chord/
dcam,http://purl.org/dc/dcam/
user,http://schemas.talis.com/2005/user/schema#
resex,http://resex.rkbexplorer.com/ontologies/resex#
swrl,http://www.w3.org/2003/11/swrl#
music,http://musicontology.com/
doac,http://ramonantonio.net/doac/0.1/#
scot,http://scot-project.org/scot/ns#
irw,http://www.ontologydesignpatterns.org/ont/web/irw.owl#
ti,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#
affy,http://www.affymetrix.com/community/publications/affymetrix/tmsplice#
lingvoj,http://www.lingvoj.org/ontology#
courseware,http://courseware.rkbexplorer.com/ontologies/courseware#
link,http://www.w3.org/2006/link#
video,http://purl.org/media/video#
tl,http://purl.org/NET/c4dm/timeline.owl#
nco,http://www.semanticdesktop.org/ontologies/2007/03/22/nco#
fec,http://www.rdfabout.com/rdf/schema/usfec/
money,http://purl.org/net/rdf-money/
sede,http://eventography.org/sede/0.1/
rec,http://purl.org/ontology/rec/core#
atom,http://www.w3.org/2005/Atom/
atomix,http://buzzword.org.uk/rdf/atomix#
sit,http://www.ontologydesignpatterns.org/cp/owl/situation.owl#
